Id : StandAnim - walkAnim - rotate180Animation - rotate90LeftAnimation - rotate90RightAnimation 
3100 : 808 : 819 : 820 : 822 : 821
3101 : 808 : 819 : 820 : 822 : 821
3102 : 808 : 819 : 820 : 822 : 821
3103 : 808 : 819 : 820 : 822 : 821
3104 : 808 : 819 : 820 : 822 : 821
3105 : 808 : 819 : 820 : 822 : 821
3106 : 808 : 819 : 820 : 822 : 821
3107 : 808 : 819 : 820 : 822 : 821
3108 : 808 : 819 : 820 : 822 : 821
3109 : 808 : 819 : 820 : 822 : 821
3110 : 808 : 819 : 820 : 822 : 821
3111 : -1 : 819 : 820 : 822 : 821
3112 : 808 : 819 : 820 : 822 : 821
3113 : 808 : 819 : 820 : 822 : 821
3114 : 808 : 819 : 820 : 822 : 821
3115 : 195 : 189 : 65535 : 65535 : 65535
3116 : 2618 : 2619 : 65535 : 65535 : 65535
3117 : 2618 : 2619 : 65535 : 65535 : 65535
3118 : 2624 : 2623 : 65535 : 65535 : 65535
3119 : 2624 : 2623 : 65535 : 65535 : 65535
3120 : 2624 : 2623 : 65535 : 65535 : 65535
3121 : 2631 : 2632 : 65535 : 65535 : 65535
3122 : 2631 : 2632 : 65535 : 65535 : 65535
3123 : 2636 : 2634 : 65535 : 65535 : 65535
3124 : 2636 : 2634 : 65535 : 65535 : 65535
3125 : 2642 : 2643 : 65535 : 65535 : 65535
3126 : 2642 : 2643 : 65535 : 65535 : 65535
3127 : 2650 : 2651 : 65535 : 65535 : 65535
3128 : 2636 : 2634 : 65535 : 65535 : 65535
3129 : 6935 : 4070 : 65535 : 65535 : 65535
3130 : 66 : 63 : 65535 : 65535 : 65535
3131 : 66 : 63 : 65535 : 65535 : 65535
3132 : 66 : 63 : 65535 : 65535 : 65535
3133 : 6580 : 6582 : 65535 : 65535 : 65535
3134 : 171 : 168 : 65535 : 65535 : 65535
3135 : 6539 : 6541 : 65535 : 65535 : 65535
3136 : 6539 : 6541 : 65535 : 65535 : 65535
3137 : 808 : 819 : 820 : 822 : 821
3138 : 1551 : 1549 : 65535 : 65535 : 65535
3139 : 1578 : 1579 : 65535 : 65535 : 65535
3140 : 1578 : 1579 : 65535 : 65535 : 65535
3141 : 4299 : 4298 : 65535 : 65535 : 65535
3142 : 195 : 189 : 65535 : 65535 : 65535
3143 : 195 : 189 : 65535 : 65535 : 65535
3144 : 195 : 189 : 65535 : 65535 : 65535
3145 : 205 : 205 : 65535 : 65535 : 65535
3146 : 208 : 208 : 65535 : 65535 : 65535
3147 : 195 : 189 : 65535 : 65535 : 65535
3148 : 195 : 189 : 65535 : 65535 : 65535
3149 : 205 : 205 : 65535 : 65535 : 65535
3150 : 208 : 208 : 65535 : 65535 : 65535
3151 : 195 : 189 : 65535 : 65535 : 65535
3152 : 195 : 189 : 65535 : 65535 : 65535
3153 : 205 : 205 : 65535 : 65535 : 65535
3154 : 208 : 208 : 65535 : 65535 : 65535
3155 : 195 : 189 : 65535 : 65535 : 65535
3156 : 195 : 189 : 65535 : 65535 : 65535
3157 : 195 : 189 : 65535 : 65535 : 65535
3158 : 195 : 189 : 65535 : 65535 : 65535
3159 : 808 : 819 : 820 : 822 : 821
3160 : 808 : 819 : 820 : 822 : 821
3161 : 808 : 819 : 820 : 822 : 821
3162 : 6976 : 6977 : 65535 : 65535 : 65535
3163 : 6952 : 6953 : 65535 : 65535 : 65535
3164 : 6952 : 6953 : 65535 : 65535 : 65535
3165 : 6952 : 6953 : 65535 : 65535 : 65535
3166 : 6952 : 6953 : 65535 : 65535 : 65535
3167 : 6952 : 6953 : 65535 : 65535 : 65535
3168 : 6952 : 6953 : 65535 : 65535 : 65535
3169 : 6952 : 6953 : 65535 : 65535 : 65535
3170 : 6952 : 6953 : 65535 : 65535 : 65535
3171 : 6952 : 6953 : 65535 : 65535 : 65535
3172 : 6952 : 6953 : 65535 : 65535 : 65535
3173 : 6952 : 6953 : 65535 : 65535 : 65535
3174 : 6952 : 6953 : 65535 : 65535 : 65535
3175 : 6952 : 6953 : 65535 : 65535 : 65535
3176 : 6952 : 6953 : 65535 : 65535 : 65535
3177 : 6952 : 6953 : 65535 : 65535 : 65535
3178 : 6952 : 6953 : 65535 : 65535 : 65535
3179 : 6952 : 6953 : 65535 : 65535 : 65535
3180 : 6952 : 6953 : 65535 : 65535 : 65535
3181 : 6952 : 6953 : 65535 : 65535 : 65535
3182 : 6952 : 6953 : 65535 : 65535 : 65535
3183 : 6952 : 6953 : 65535 : 65535 : 65535
3184 : 1338 : 2361 : 65535 : 65535 : 65535
3185 : 1338 : 1339 : 65535 : 65535 : 65535
3189 : 808 : 819 : 820 : 822 : 821
3190 : 808 : 819 : 820 : 822 : 821
3191 : 808 : 819 : 820 : 822 : 821
3192 : 808 : 819 : 820 : 822 : 821
3193 : 808 : 819 : 820 : 822 : 821
3194 : 808 : 819 : 820 : 822 : 821
3195 : -1 : 2212 : 65535 : 65535 : 65535
3196 : -1 : 2212 : 65535 : 65535 : 65535
3199 : 277 : 274 : 65535 : 65535 : 65535
3200 : 222 : 219 : 65535 : 65535 : 65535
3201 : 4914 : 4913 : 65535 : 65535 : 65535
3202 : 3424 : 3426 : 65535 : 65535 : 65535
3203 : 2395 : 2396 : 65535 : 65535 : 65535
3204 : 4231 : 4236 : 65535 : 65535 : 65535
3205 : 4231 : 4236 : 65535 : 65535 : 65535
3206 : 4231 : 4236 : 65535 : 65535 : 65535
3207 : 4231 : 4236 : 65535 : 65535 : 65535
3208 : 4231 : 4236 : 65535 : 65535 : 65535
3209 : 4231 : 4236 : 65535 : 65535 : 65535
3210 : 4231 : 4236 : 65535 : 65535 : 65535
3211 : 4231 : 4236 : 65535 : 65535 : 65535
3212 : 4231 : 4236 : 65535 : 65535 : 65535
3213 : 4231 : 4236 : 65535 : 65535 : 65535
3214 : 808 : 819 : 820 : 822 : 821
3215 : 808 : 819 : 820 : 822 : 821
3216 : 808 : 819 : 820 : 822 : 821
3217 : 808 : 819 : 820 : 822 : 821
3218 : 813 : 1205 : 1206 : 1208 : 1207
3219 : 808 : 819 : 820 : 822 : 821
3220 : 808 : 819 : 820 : 822 : 821
3221 : 2065 : 2064 : 65535 : 65535 : 65535
3222 : 2065 : 2064 : 65535 : 65535 : 65535
3223 : 808 : 819 : 820 : 822 : 821
3224 : 808 : 819 : 820 : 822 : 821
3225 : 808 : 819 : 820 : 822 : 821
3226 : 2065 : 2064 : 65535 : 65535 : 65535
3227 : 808 : 819 : 820 : 822 : 821
3231 : 808 : 819 : 820 : 822 : 821
3232 : 808 : 819 : 820 : 822 : 821
3233 : 1270 : 1269 : 65535 : 65535 : 65535
3234 : 808 : 819 : 820 : 822 : 821
3235 : 6247 : 6248 : 65535 : 65535 : 65535
3236 : 1261 : 1261 : 65535 : 65535 : 65535
3237 : 808 : 819 : 820 : 822 : 821
3238 : 6580 : 6556 : 65535 : 65535 : 65535
3239 : 808 : 819 : 820 : 822 : 821
3240 : -1 : -1 : -1 : -1 : -1
3241 : 101 : 98 : 65535 : 65535 : 65535
3242 : 808 : 819 : 820 : 822 : 821
3243 : 808 : 819 : 820 : 822 : 821
3244 : 808 : 819 : 820 : 822 : 821
3245 : 808 : 819 : 820 : 822 : 821
3246 : 808 : 819 : 820 : 822 : 821
3247 : 808 : 819 : 820 : 822 : 821
3248 : 813 : 819 : 820 : 822 : 821
3249 : 808 : 819 : 820 : 822 : 821
3250 : 808 : 819 : 820 : 822 : 821
3251 : 808 : 819 : 820 : 822 : 821
3252 : 808 : 819 : 820 : 822 : 821
3253 : 808 : 819 : 820 : 822 : 821
3254 : 813 : 819 : 820 : 822 : 821
3255 : 808 : 819 : 820 : 822 : 821
3256 : 808 : 819 : 820 : 822 : 821
3257 : 808 : 819 : 820 : 822 : 821
3258 : 2163 : 2164 : 65535 : 65535 : 65535
3259 : 808 : 819 : 820 : 822 : 821
3260 : 813 : 1146 : 820 : 822 : 821
3261 : 813 : 1205 : 1206 : 1208 : 1207
3262 : 813 : 1205 : 1206 : 1208 : 1207
3263 : 2770 : 2769 : 65535 : 65535 : 65535
3264 : 808 : 819 : 820 : 822 : 821
3265 : 808 : 819 : 820 : 822 : 821
3266 : 813 : 1146 : 820 : 822 : 821
3267 : 808 : 819 : 820 : 822 : 821
3268 : 808 : 819 : 820 : 822 : 821
3269 : 808 : 819 : 820 : 822 : 821
3270 : 4591 : 4226 : 4227 : 822 : 821
3271 : 808 : 819 : 820 : 822 : 821
3272 : 808 : 819 : 820 : 822 : 821
3273 : 808 : 819 : 820 : 822 : 821
3274 : 808 : 819 : 820 : 822 : 821
3275 : 808 : 819 : 820 : 822 : 821
3276 : 808 : 819 : 820 : 822 : 821
3277 : 808 : 819 : 65535 : 65535 : 65535
3278 : 808 : 819 : 65535 : 65535 : 65535
3279 : 808 : 819 : 820 : 822 : 821
3280 : 808 : 819 : 820 : 822 : 821
3281 : 808 : 819 : 820 : 822 : 821
3282 : 808 : 819 : 820 : 822 : 821
3283 : 808 : 819 : 820 : 822 : 821
3284 : 808 : 819 : 820 : 822 : 821
3285 : 808 : 819 : 820 : 822 : 821
3286 : 166 : 162 : 65535 : 65535 : 65535
3287 : 166 : 162 : 65535 : 65535 : 65535
3288 : 166 : 162 : 65535 : 65535 : 65535
3289 : 166 : 162 : 65535 : 65535 : 65535
3290 : 1796 : 1797 : 65535 : 65535 : 65535
3291 : 3948 : 3947 : 65535 : 65535 : 65535
3305 : 808 : 819 : 820 : 822 : 821
3306 : 808 : 819 : 820 : 822 : 821
3307 : 808 : 819 : 820 : 822 : 821
3308 : 808 : 819 : 820 : 822 : 821
3309 : 813 : 819 : 820 : 822 : 821
3310 : 808 : 819 : 820 : 822 : 821
3311 : 808 : 819 : 820 : 822 : 821
3312 : 808 : 819 : 820 : 822 : 821
3313 : 4932 : 4931 : 65535 : 65535 : 65535
3314 : 4932 : 4931 : 65535 : 65535 : 65535
3315 : 4932 : 4931 : 65535 : 65535 : 65535
3316 : 5386 : 5385 : 65535 : 65535 : 65535
3317 : 447 : 448 : 65535 : 65535 : 65535
3318 : 808 : 819 : 820 : 822 : 821
3319 : 808 : 819 : 820 : 822 : 821
3320 : 2770 : 2769 : 65535 : 65535 : 65535
3321 : 808 : 819 : 820 : 822 : 821
3322 : 2939 : 2562 : 2562 : 2562 : 2562
3323 : 2942 : -1 : -1 : -1 : -1
3324 : 2943 : 189 : 65535 : 65535 : 65535
3325 : 2941 : 2601 : 65535 : 65535 : 65535
3326 : 6542 : -1 : -1 : -1 : -1
3327 : 2940 : 1205 : 1206 : 1208 : 1207
3328 : 2945 : 2947 : 2948 : 2950 : 2949
3329 : 6371 : 6372 : 65535 : 65535 : 65535
3330 : 1275 : 819 : 820 : 822 : 821
3331 : 808 : 819 : 820 : 822 : 821
3332 : 808 : 819 : 820 : 822 : 821
3333 : 808 : 819 : 820 : 822 : 821
3334 : 808 : 819 : 820 : 822 : 821
3335 : 808 : 819 : 820 : 822 : 821
3336 : 808 : 819 : 820 : 822 : 821
3337 : 808 : 819 : 820 : 822 : 821
3338 : 808 : 819 : 820 : 822 : 821
3339 : 808 : 819 : 820 : 822 : 821
3340 : 808 : 819 : 820 : 822 : 821
3341 : 808 : 819 : 820 : 822 : 821
3342 : 808 : 819 : 820 : 822 : 821
3343 : 808 : 819 : 820 : 822 : 821
3344 : 808 : 819 : 820 : 822 : 821
3345 : 808 : 819 : 820 : 822 : 821
3346 : 808 : 819 : 820 : 822 : 821
3347 : 808 : 819 : 820 : 822 : 821
3348 : 808 : 819 : 820 : 822 : 821
3349 : 808 : 819 : 820 : 822 : 821
3350 : 808 : 819 : 820 : 822 : 821
3351 : 808 : 819 : 820 : 822 : 821
3352 : 808 : 819 : 820 : 822 : 821
3353 : 6139 : 6138 : 65535 : 65535 : 65535
3354 : 2958 : 162 : 65535 : 65535 : 65535
3355 : 171 : 168 : 65535 : 65535 : 65535
3356 : 2931 : 2932 : 65535 : 65535 : 65535
3357 : 4675 : 4674 : 65535 : 65535 : 65535
3358 : 5510 : 5511 : 65535 : 65535 : 65535
3359 : 5573 : 5582 : 65535 : 65535 : 65535
3360 : 2561 : 2562 : 2562 : 2562 : 2562
3361 : 101 : 98 : 65535 : 65535 : 65535
3362 : 101 : 98 : 65535 : 65535 : 65535
3363 : 101 : 98 : 65535 : 65535 : 65535
3364 : 101 : 98 : 65535 : 65535 : 65535
3369 : 2155 : 2155 : 65535 : 65535 : 65535
3370 : 3396 : 3396 : 65535 : 65535 : 65535
3371 : 3396 : 3396 : 65535 : 65535 : 65535
3372 : 3396 : 3396 : 65535 : 65535 : 65535
3373 : 3396 : 3396 : 65535 : 65535 : 65535
3374 : 3396 : 3396 : 65535 : 65535 : 65535
3375 : 3396 : 3396 : 65535 : 65535 : 65535
3376 : 3396 : 3396 : 65535 : 65535 : 65535
3377 : 3396 : 3396 : 65535 : 65535 : 65535
3378 : 3396 : 3396 : 65535 : 65535 : 65535
3379 : 3396 : 3396 : 65535 : 65535 : 65535
3380 : 3396 : 3396 : 65535 : 65535 : 65535
3381 : 3396 : 3396 : 65535 : 65535 : 65535
3382 : 3396 : 3396 : 65535 : 65535 : 65535
3383 : 3396 : 3396 : 65535 : 65535 : 65535
3384 : 3396 : 3396 : 65535 : 65535 : 65535
3385 : 3396 : 3396 : 65535 : 65535 : 65535
3386 : 3396 : 3396 : 65535 : 65535 : 65535
3387 : 3396 : 3396 : 65535 : 65535 : 65535
3388 : 3396 : 3396 : 65535 : 65535 : 65535
3389 : 3396 : 3396 : 65535 : 65535 : 65535
3390 : 3379 : 3379 : 65535 : 65535 : 65535
3391 : 3391 : 3391 : 65535 : 65535 : 65535
3392 : 3387 : 3387 : 65535 : 65535 : 65535
3393 : 3396 : 3396 : 65535 : 65535 : 65535
3394 : 3396 : 3396 : 65535 : 65535 : 65535
3395 : 3396 : 3396 : 65535 : 65535 : 65535
3396 : 3395 : 3395 : 65535 : 65535 : 65535
3397 : 1386 : 1380 : 65535 : 65535 : 65535
3398 : 3383 : 3383 : 65535 : 65535 : 65535
3400 : 808 : 819 : 820 : 822 : 821
3401 : 808 : 819 : 820 : 822 : 821
3402 : 808 : 819 : 820 : 822 : 821
3403 : 808 : 819 : 820 : 822 : 821
3404 : 808 : 819 : 820 : 822 : 821
3405 : 808 : 819 : 820 : 822 : 821
3406 : 808 : 819 : 820 : 822 : 821
3407 : 808 : 819 : 820 : 822 : 821
3408 : 808 : 819 : 820 : 822 : 821
3409 : 808 : 819 : 820 : 822 : 821
3410 : 808 : 819 : 820 : 822 : 821
3411 : 808 : 819 : 820 : 822 : 821
3412 : 808 : 819 : 820 : 822 : 821
3413 : 808 : 819 : 820 : 822 : 821
3414 : 808 : 819 : 820 : 822 : 821
3415 : 808 : 819 : 820 : 822 : 821
3416 : 808 : 819 : 820 : 822 : 821
3417 : 447 : 448 : 65535 : 65535 : 65535
3418 : 447 : 448 : 65535 : 65535 : 65535
3419 : 447 : 448 : 65535 : 65535 : 65535
3420 : 6089 : 6088 : 65535 : 65535 : 65535
3421 : 6089 : 6088 : 65535 : 65535 : 65535
3422 : 6089 : 6088 : 65535 : 65535 : 65535
3423 : 4919 : 4923 : 65535 : 65535 : 65535
3424 : 4920 : 4924 : 65535 : 65535 : 65535
3425 : 4920 : 4924 : 65535 : 65535 : 65535
3426 : 6580 : 6556 : 65535 : 65535 : 65535
3427 : 808 : 819 : 820 : 822 : 821
3428 : 813 : 819 : 820 : 822 : 821
3429 : 813 : 819 : 820 : 822 : 821
3430 : 813 : 819 : 820 : 822 : 821
3431 : 813 : 819 : 820 : 822 : 821
3432 : 808 : 819 : 820 : 822 : 821
3433 : 813 : 1205 : 1206 : 1208 : 1207
3434 : 813 : 1205 : 1206 : 1208 : 1207
3435 : 808 : 819 : 820 : 822 : 821
3436 : 813 : 1205 : 1206 : 1208 : 1207
3437 : 813 : 1205 : 1206 : 1208 : 1207
3438 : 808 : 819 : 820 : 822 : 821
3439 : 808 : 819 : 820 : 822 : 821
3440 : 1071 : 1071 : 65535 : 65535 : 65535
3441 : 1071 : 1071 : 65535 : 65535 : 65535
3442 : 808 : 819 : 820 : 822 : 821
3443 : 6469 : 6468 : 65535 : 65535 : 65535
3444 : 6469 : 6468 : 65535 : 65535 : 65535
3445 : 808 : 819 : 820 : 822 : 821
3446 : 808 : 819 : 820 : 822 : 821
3447 : 813 : 819 : 820 : 822 : 821
3448 : 808 : 819 : 820 : 822 : 821
3449 : 6561 : 6560 : 65535 : 65535 : 65535
3450 : 2334 : 2333 : 65535 : 65535 : 65535
3451 : 2334 : 2333 : 65535 : 65535 : 65535
3452 : 2334 : 2333 : 65535 : 65535 : 65535
3453 : 2334 : 2333 : 65535 : 65535 : 65535
3454 : 2334 : 2333 : 65535 : 65535 : 65535
3455 : 2334 : 2333 : 65535 : 65535 : 65535
3456 : 808 : 819 : 820 : 822 : 821
3457 : 842 : 841 : 65535 : 65535 : 65535
3458 : 842 : 841 : 65535 : 65535 : 65535
3459 : 808 : 819 : 820 : 822 : 821
3460 : 808 : 819 : 820 : 822 : 821
3461 : 808 : 819 : 820 : 822 : 821
3462 : 808 : 819 : 820 : 822 : 821
3463 : 808 : 819 : 820 : 822 : 821
3464 : 808 : 819 : 820 : 822 : 821
3465 : 808 : 819 : 820 : 822 : 821
3466 : 808 : 819 : 820 : 822 : 821
3467 : 808 : 819 : 820 : 822 : 821
3468 : 808 : 819 : 820 : 822 : 821
3469 : 808 : 819 : 820 : 822 : 821
3470 : 808 : 819 : 820 : 822 : 821
3471 : 808 : 819 : 820 : 822 : 821
3472 : 808 : 819 : 820 : 822 : 821
3473 : 6317 : 6317 : 65535 : 65535 : 65535
3474 : 6343 : 6344 : 65535 : 65535 : 65535
3475 : 6328 : 6328 : 65535 : 65535 : 65535
3476 : 6338 : 6339 : 65535 : 65535 : 65535
3477 : 6311 : 6312 : 65535 : 65535 : 65535
3478 : 6350 : 6339 : 65535 : 65535 : 65535
3479 : 808 : 819 : 820 : 822 : 821
3480 : 3040 : 3039 : 820 : 822 : 821
3481 : 808 : 819 : 820 : 822 : 821
3482 : -1 : -1 : -1 : -1 : -1
3483 : 1071 : 1071 : 65535 : 65535 : 65535
3484 : 808 : 819 : 820 : 822 : 821
3485 : 808 : 819 : 820 : 822 : 821
3486 : 808 : 819 : 820 : 822 : 821
3487 : 17 : 16 : 65535 : 65535 : 65535
3488 : 808 : 819 : 820 : 822 : 821
3489 : 808 : 819 : 820 : 822 : 821
3490 : 808 : 819 : 820 : 822 : 821
3491 : 2893 : -1 : -1 : -1 : -1
3492 : 808 : 819 : 820 : 822 : 821
3493 : 2893 : -1 : -1 : -1 : -1
3494 : 808 : 819 : 820 : 822 : 821
3495 : 808 : 819 : 820 : 822 : 821
3496 : 808 : 819 : 820 : 822 : 821
3497 : 317 : 314 : 65535 : 65535 : 65535
3498 : 317 : 2662 : 65535 : 65535 : 65535
3499 : -1 : -1 : -1 : -1 : -1
3500 : 808 : 819 : 820 : 822 : 821
3501 : 195 : 189 : 65535 : 65535 : 65535
3502 : 195 : 189 : 65535 : 65535 : 65535
3503 : 195 : 189 : 65535 : 65535 : 65535
3504 : 808 : 819 : 820 : 822 : 821
3505 : 808 : 819 : 820 : 822 : 821
3506 : 808 : 819 : 820 : 822 : 821
3507 : 808 : 819 : 820 : 822 : 821
3508 : 6580 : 6582 : 65535 : 65535 : 65535
3509 : 6580 : 6582 : 65535 : 65535 : 65535
3510 : 842 : 841 : 65535 : 65535 : 65535
3511 : 842 : 841 : 65535 : 65535 : 65535
3512 : 842 : 841 : 65535 : 65535 : 65535
3513 : 842 : 841 : 65535 : 65535 : 65535
3514 : 842 : 841 : 65535 : 65535 : 65535
3515 : 5810 : 5809 : 65535 : 65535 : 65535
3516 : 808 : 819 : 820 : 822 : 821
3517 : 6927 : 6928 : 65535 : 65535 : 65535
3518 : 5538 : 5539 : 65535 : 65535 : 65535
3519 : 808 : 819 : 820 : 822 : 821
3520 : 813 : 819 : 820 : 822 : 821
3521 : 813 : 819 : 820 : 822 : 821
3522 : 808 : 819 : 820 : 822 : 821
3523 : 808 : 819 : 820 : 822 : 821
3524 : 808 : 819 : 820 : 822 : 821
3525 : 808 : 819 : 820 : 822 : 821
3526 : 808 : 819 : 820 : 822 : 821
3527 : 6487 : 6486 : 65535 : 65535 : 65535
3528 : 813 : 819 : 820 : 822 : 821
3529 : 813 : 819 : 820 : 822 : 821
3530 : 808 : 819 : 820 : 822 : 821
3531 : 808 : 819 : 820 : 822 : 821
3532 : 808 : 819 : 820 : 822 : 821
3533 : 808 : 819 : 820 : 822 : 821
3534 : 808 : 819 : 820 : 822 : 821
3535 : 808 : 819 : 820 : 822 : 821
3536 : 808 : 819 : 820 : 822 : 821
3537 : 808 : 819 : 820 : 822 : 821
3538 : 808 : 819 : 820 : 822 : 821
3539 : 195 : 189 : 65535 : 65535 : 65535
3540 : 808 : 819 : 820 : 822 : 821
3541 : 808 : 1146 : 65535 : 65535 : 65535
3542 : 51 : 45 : 65535 : 65535 : 65535
3543 : 51 : 45 : 65535 : 65535 : 65535
3544 : 277 : 274 : 65535 : 65535 : 65535
3545 : 1900 : 274 : 65535 : 65535 : 65535
3546 : 808 : 819 : 820 : 822 : 821
3547 : -1 : -1 : -1 : -1 : -1
3548 : 808 : 819 : 820 : 822 : 821
3549 : -1 : -1 : -1 : -1 : -1
3550 : 808 : 819 : 820 : 822 : 821
3551 : 808 : 819 : 820 : 822 : 821
3552 : -1 : -1 : -1 : -1 : -1
3553 : -1 : -1 : -1 : -1 : -1
3554 : -1 : -1 : -1 : -1 : -1
3555 : -1 : -1 : -1 : -1 : -1
3556 : -1 : -1 : -1 : -1 : -1
3557 : -1 : -1 : -1 : -1 : -1
3558 : -1 : -1 : -1 : -1 : -1
3559 : -1 : -1 : -1 : -1 : -1
3560 : -1 : -1 : -1 : -1 : -1
3561 : 808 : 819 : 820 : 822 : 821
3562 : 808 : 819 : 820 : 822 : 821
3563 : 808 : 819 : 820 : 822 : 821
3564 : 2298 : 2297 : 65535 : 65535 : 65535
3565 : 5483 : 5481 : 65535 : 65535 : 65535
3566 : 808 : 819 : 820 : 822 : 821
3568 : 808 : 819 : 820 : 822 : 821
3569 : 808 : 819 : 820 : 822 : 821
3570 : 2334 : 2333 : 65535 : 65535 : 65535
3571 : 2334 : 2333 : 65535 : 65535 : 65535
3572 : 2334 : 2333 : 65535 : 65535 : 65535
3573 : 808 : 819 : 820 : 822 : 821
3574 : 808 : 819 : 820 : 822 : 821
3575 : 808 : 819 : 820 : 822 : 821
3576 : 808 : 819 : 820 : 822 : 821
3577 : 3073 : 3078 : 65535 : 65535 : 65535
3578 : 808 : 819 : 820 : 822 : 821
3579 : 808 : 819 : 820 : 822 : 821
3580 : 813 : 1205 : 1206 : 1208 : 1207
3581 : 808 : 819 : 820 : 822 : 821
3582 : 808 : 819 : 820 : 822 : 821
3583 : 2561 : 2562 : 2562 : 2562 : 2562
3584 : 262 : 259 : 65535 : 65535 : 65535
3585 : 808 : 5822 : 65535 : 65535 : 65535
3586 : 808 : 5822 : 65535 : 65535 : 65535
3587 : 5831 : 5832 : 65535 : 65535 : 65535
3588 : 5831 : 5832 : 65535 : 65535 : 65535
3589 : 5823 : 5822 : 65535 : 65535 : 65535
3590 : 5823 : 5822 : 65535 : 65535 : 65535
3591 : 5823 : 5822 : 65535 : 65535 : 65535
3592 : 5823 : 5822 : 65535 : 65535 : 65535
3593 : 808 : 5822 : 65535 : 65535 : 65535
3594 : 5823 : 5822 : 65535 : 65535 : 65535
3595 : 808 : 5822 : 65535 : 65535 : 65535
3596 : 5817 : 819 : 820 : 822 : 821
3597 : 5839 : 5840 : 65535 : 65535 : 65535
3598 : 5839 : 5840 : 65535 : 65535 : 65535
3599 : 5839 : 5840 : 65535 : 65535 : 65535
3600 : 5839 : 5840 : 65535 : 65535 : 65535
3601 : 5852 : 5848 : 65535 : 65535 : 65535
3602 : 145 : 142 : 65535 : 65535 : 65535
3603 : 5386 : 5385 : 65535 : 65535 : 65535
3604 : 6803 : 6804 : 65535 : 65535 : 65535
3605 : 2298 : 2297 : 65535 : 65535 : 65535
3606 : 808 : 819 : 820 : 822 : 821
3607 : 4932 : 4931 : 65535 : 65535 : 65535
3608 : 4932 : 4931 : 65535 : 65535 : 65535
3609 : 4932 : 4931 : 65535 : 65535 : 65535
3610 : 808 : 819 : 820 : 822 : 821
3611 : 808 : 819 : 820 : 822 : 821
3612 : 187 : 181 : 65535 : 65535 : 65535
3613 : 1445 : 181 : 65535 : 65535 : 65535
3614 : 1442 : 5479 : 65535 : 65535 : 65535
3615 : 5483 : 5479 : 65535 : 65535 : 65535
3616 : 5538 : 5539 : 65535 : 65535 : 65535
3617 : 5543 : 5543 : 65535 : 65535 : 65535
3618 : -1 : -1 : -1 : -1 : -1
3619 : 1450 : 1451 : 65535 : 65535 : 65535
3620 : 5538 : 5539 : 65535 : 65535 : 65535
3621 : 5538 : 5539 : 65535 : 65535 : 65535
3622 : 5538 : 5539 : 65535 : 65535 : 65535
3623 : 5538 : 5539 : 65535 : 65535 : 65535
3624 : 5538 : 5539 : 65535 : 65535 : 65535
3625 : 5538 : 5539 : 65535 : 65535 : 65535
3626 : 5543 : 5543 : 65535 : 65535 : 65535
3627 : 5530 : 5531 : 65535 : 65535 : 65535
3628 : 808 : 819 : 820 : 822 : 821
3629 : 808 : 819 : 820 : 822 : 821
3630 : 808 : 819 : 820 : 822 : 821
3631 : 808 : 819 : 820 : 822 : 821
3632 : 808 : 819 : 820 : 822 : 821
3633 : 808 : 819 : 820 : 822 : 821
3634 : 808 : 819 : 820 : 822 : 821
3635 : 808 : 819 : 820 : 822 : 821
3636 : 808 : 819 : 820 : 822 : 821
3637 : 808 : 819 : 820 : 822 : 821
3638 : 808 : 819 : 820 : 822 : 821
3639 : 808 : 819 : 820 : 822 : 821
3640 : 808 : 819 : 820 : 822 : 821
3641 : 808 : 819 : 820 : 822 : 821
3642 : 808 : 819 : 820 : 822 : 821
3643 : 808 : 819 : 820 : 822 : 821
3644 : 808 : 819 : 820 : 822 : 821
3645 : 808 : 819 : 820 : 822 : 821
3646 : 808 : 819 : 820 : 822 : 821
3647 : 808 : 819 : 820 : 822 : 821
3648 : 808 : 819 : 820 : 822 : 821
3649 : -1 : -1 : -1 : -1 : -1
3651 : 808 : 819 : 820 : 822 : 821
3652 : 808 : 819 : 820 : 822 : 821
3653 : 1365 : 819 : 820 : 822 : 821
3654 : 627 : 819 : 820 : 822 : 821
3655 : -1 : -1 : -1 : -1 : -1
3656 : 2273 : 819 : 820 : 822 : 821
3657 : 447 : 448 : 65535 : 65535 : 65535
3658 : 1365 : 819 : 820 : 822 : 821
3659 : 2273 : 819 : 820 : 822 : 821
3660 : 6771 : 6773 : 65535 : 65535 : 65535
3661 : 5386 : 5385 : 65535 : 65535 : 65535
3662 : 5386 : 5385 : 65535 : 65535 : 65535
3663 : 5386 : 5385 : 65535 : 65535 : 65535
3664 : 6089 : 6088 : 65535 : 65535 : 65535
3665 : 6089 : 6088 : 65535 : 65535 : 65535
3666 : 1321 : 819 : 820 : 822 : 821
3667 : 808 : 819 : 820 : 822 : 821
3668 : 296 : 293 : 65535 : 65535 : 65535
3669 : 808 : 819 : 820 : 822 : 821
3671 : 808 : 819 : 820 : 822 : 821
3672 : 440 : 819 : 820 : 822 : 821
3673 : 808 : 819 : 820 : 822 : 821
3674 : 808 : 819 : 820 : 822 : 821
3675 : 808 : 819 : 820 : 822 : 821
3676 : 808 : 819 : 820 : 822 : 821
3677 : 808 : 819 : 820 : 822 : 821
3678 : 808 : 819 : 820 : 822 : 821
3679 : 808 : 819 : 820 : 822 : 821
3680 : 808 : 819 : 820 : 822 : 821
3681 : 808 : 819 : 820 : 822 : 821
